City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Statesboro,32.4488,-81.7832,51.03,43,1,11.5,US,1619072030
Umluj,25.0213,37.2685,88.02,43,69,11.79,SA,1619072284
Baharly,38.4362,57.4316,74.52,22,30,16.89,TM,1619072284
Charyshskoye,51.3978,83.5598,31.59,76,100,9.01,RU,1619072285
Feijó,-8.1642,-70.3536,71.33,99,60,1.25,BR,1619072285
Egvekinot,66.3167,-179.1667,27.23,70,78,4.09,RU,1619072286
Kita,13.0349,-9.4895,83.89,47,99,4.38,ML,1619072286
Stornoway,58.2093,-6.3865,33.8,86,0,3.49,GB,1619072286
Otukpo,7.1913,8.1329,76.35,86,95,4.45,NG,1619072287
Otjiwarongo,-20.4637,16.6477,57.67,44,0,11.1,NA,1619072287
Tarauacá,-8.1614,-70.7656,71.2,98,49,1.45,BR,1619072288
Evensk,61.95,159.2333,30.33,96,100,3.09,RU,1619072288
Copiapó,-27.3667,-70.3333,57.2,94,90,5.75,CL,1619072288
Yingkou,40.6648,122.2283,57.43,44,100,3.44,CN,1619072289
Linxia Chengguanzhen,35.6003,103.2064,69.85,32,64,7.34,CN,1619072289
Senno,59.5336,33.9167,35.01,91,100,5.21,RU,1619072290
Kamennogorsk,60.9545,29.1339,39.7,82,91,3.0,RU,1619072290
Bulungu,-4.55,18.6,72.28,90,79,2.1,CD,1619072290
Paamiut,61.994,-49.6678,34.2,72,100,7.23,GL,1619072291
Novopskov,49.5464,39.0899,54.93,64,30,6.91,UA,1619072291
Loano,44.133,8.2513,50.88,93,0,4.61,IT,1619072292
Omsukchan,62.5333,155.8,27.66,88,100,8.16,RU,1619072292
Batangafo,7.3008,18.2833,75.81,70,99,5.08,CF,1619072292
Romodanovo,54.4275,45.3296,46.67,85,100,13.29,RU,1619072293
Panevezys,55.7333,24.35,42.8,70,0,12.66,LT,1619072293
Amurzet,47.6967,131.0981,78.69,18,60,7.65,RU,1619072294
Kollam,8.8833,76.6,89.6,70,20,6.91,IN,1619072096
Sisimiut,66.9395,-53.6735,22.14,67,14,4.0,GL,1619072294
Honiara,-9.4333,159.95,82.58,83,100,1.74,SB,1619072294
San Felipe,10.3399,-68.7425,72.19,87,64,6.04,VE,1619072295
Ogulin,45.2661,15.2286,50.76,82,20,3.44,HR,1619072295
Hamilton,39.1834,-84.5333,31.64,86,20,3.44,US,1619072071
Grindavik,63.8424,-22.4338,42.8,93,75,16.11,IS,1619072296
Igrim,63.1906,64.4162,46.9,74,72,11.86,RU,1619072296
Barabai,-2.5833,115.3833,93.9,42,45,3.4,ID,1619072297
Meulaboh,4.1363,96.1285,85.6,64,96,5.66,ID,1619072297
Ahipara,-35.1667,173.1667,60.51,76,11,1.99,NZ,1619072298
Trat,12.5,102.5,91.47,62,40,11.5,TH,1619072298
Walvis Bay,-22.9575,14.5053,71.73,60,82,6.02,NA,1619072298
Fort Nelson,58.8053,-122.7002,24.8,63,1,2.3,CA,1619072105
Muros,42.7762,-9.0603,53.42,95,88,1.99,ES,1619072299
Makat,47.6469,53.3463,54.46,30,100,21.36,KZ,1619072299
Kumëny,58.1089,49.9161,38.32,94,100,13.04,RU,1619072300
Shahreza,32.0339,51.8794,73.76,21,79,1.52,IR,1619072300
Tarko-Sale,64.9225,77.785,31.19,97,100,16.71,RU,1619072300
Suntar,62.1444,117.6319,31.41,45,93,9.51,RU,1619072301
Kirgiz-Miyaki,53.6324,54.7979,46.62,54,99,17.9,RU,1619072301
Lahaina,20.8783,-156.6825,71.94,83,1,8.05,US,1619072280
Nyurba,63.2842,118.3319,29.57,59,98,8.77,RU,1619072302
Sioux Lookout,50.1001,-91.917,28.4,74,20,4.61,CA,1619072302
Iwaki,37.05,140.8833,62.94,22,40,19.57,JP,1619072303
Bathsheba,13.2167,-59.5167,78.8,61,75,18.41,BB,1619072303
Galesong,-5.3166,119.3661,89.6,62,20,9.22,ID,1619072304
Goderich,43.7501,-81.7165,33.8,55,11,16.11,CA,1619072204
Trojes,41.756,19.962,48.2,81,40,2.3,AL,1619072304
General Pico,-35.6566,-63.7568,53.78,90,30,3.27,AR,1619072305
Madison,34.7334,-86.5667,35.6,93,1,1.57,US,1619071989
Finschhafen,-6.6024,147.8681,83.01,78,100,4.76,PG,1619072306
Province of Mantua,45.1667,10.7833,51.31,86,66,3.0,IT,1619072306
Batagay,67.6333,134.6333,22.01,73,100,4.14,RU,1619072306
Amahai,-3.3333,128.9167,85.1,69,39,6.76,ID,1619072307
Kikinda,45.8297,20.4653,50.2,93,0,6.91,RS,1619072308
Cayenne,4.9333,-52.3333,78.76,94,75,2.3,GF,1619072308
Cardoso,-20.0819,-49.9142,61.11,74,0,6.29,BR,1619072308
Soyo,-6.1349,12.3689,78.53,86,100,9.44,AO,1619072309
Palmer,42.1584,-72.3287,31.17,67,34,5.01,US,1619072309
Asău,46.4333,26.4,52.45,66,0,2.3,RO,1619072309
Berlevåg,70.8578,29.0864,34.93,87,75,12.66,NO,1619072310
Husavik,66.0449,-17.3389,35.6,93,90,4.61,IS,1619072310
San Patricio,28.017,-97.5169,60.73,88,75,6.91,US,1619072311
Tiarei,-17.5333,-149.3333,78.39,73,40,3.44,PF,1619072311
Leningradskiy,69.3833,178.4167,32.0,74,15,5.14,RU,1619072299
Rodrigues Alves,-7.738,-72.6509,70.99,98,6,1.39,BR,1619072312
Sechura,-5.5569,-80.8222,69.85,78,6,13.35,PE,1619072312
Northam,51.0333,-4.2167,42.03,71,2,4.0,GB,1619072313
Constitución,-35.3333,-72.4167,54.19,91,90,7.18,CL,1619072156
Sayyan,15.1718,44.3244,65.37,22,19,2.15,YE,1619072313
Caranavi,-15.8167,-67.55,64.36,99,38,1.54,BO,1619072314
Pisco,-13.7,-76.2167,64.65,88,16,9.22,PE,1619072314
Carupano,10.6678,-63.2585,74.37,89,8,5.93,VE,1619072314
Neenah,44.1858,-88.4626,29.86,59,1,8.05,US,1619072315
Skeldon,5.8833,-57.1333,74.1,92,55,5.08,GY,1619072315
Dawei,14.0833,98.2,87.75,65,82,9.44,MM,1619072316
Changde,29.0464,111.6783,72.0,24,86,4.0,CN,1619072316
Progress,40.2851,-76.8314,34.05,44,1,13.8,US,1619072174
Homer,59.6425,-151.5483,44.82,61,1,3.44,US,1619072047
Aldan,58.6031,125.3894,26.44,68,100,12.91,RU,1619072317
Yuxia,34.0615,108.6291,66.2,63,90,6.71,CN,1619072317
San Luis,-33.295,-66.3356,52.7,70,98,7.16,AR,1619072317
Praia,14.9215,-23.5087,68.0,83,20,14.97,CV,1619072318
Tuatapere,-46.1333,167.6833,53.01,84,100,2.86,NZ,1619072318
Neuquén,-38.9516,-68.0591,57.2,82,75,6.91,AR,1619072214
Glenluce,54.8798,-4.8084,42.01,96,63,7.43,GB,1619072319
Mbulu,-3.85,35.5333,61.88,78,100,9.6,TZ,1619072319
Aykhal,66.0,111.5,24.62,67,100,16.26,RU,1619072320
Mapimí,25.8167,-103.85,66.99,53,19,6.8,MX,1619072320
Vila,42.0304,-8.1588,48.99,95,100,3.11,PT,1619072321
Half Moon Bay,37.4636,-122.4286,48.29,81,90,4.61,US,1619072178
Kŭlob,37.9145,69.783,68.0,26,1,8.95,TJ,1619072321
Camopi,3.1655,-52.3158,71.83,99,100,1.45,GF,1619072322
Belen,36.4891,36.2233,68.0,45,20,3.44,TR,1619072322
Ayan,56.45,138.1667,31.06,89,79,11.5,RU,1619072322
Faanui,-16.4833,-151.75,81.82,72,74,18.54,PF,1619072323
Pitsunda,43.1592,40.3378,55.2,82,75,8.95,GE,1619072323
Nazca,-14.8333,-74.95,69.3,75,4,4.59,PE,1619072324
Sur,22.5667,59.5289,90.81,40,0,5.5,OM,1619072324
Krasnorechenskiy,44.6265,135.3532,63.95,26,0,7.38,RU,1619072324
Port Hawkesbury,45.6169,-61.3485,44.49,93,90,11.5,CA,1619072325
Fortuna,40.5982,-124.1573,48.25,100,90,4.61,US,1619072250
Hīt,33.6416,42.8251,84.58,16,98,18.12,IQ,1619072228
Forsytheganj,52.6333,29.7333,49.64,76,32,9.22,BY,1619072326
Saint-Pierre,-21.3393,55.4781,75.63,83,75,19.57,RE,1619072326
Lapeer,43.0514,-83.3188,27.57,54,1,3.44,US,1619072327
Kokkola,63.8385,23.1307,37.11,87,75,11.5,FI,1619072327
Arāria,26.15,87.5167,92.95,24,99,12.28,IN,1619072327
Pervomayskiy,53.2485,40.2871,46.08,75,78,9.08,RU,1619072328
Mackenzie,55.2999,-123.1698,32.0,51,75,12.66,CA,1619072328
Agidel,55.9077,53.9355,39.88,96,100,12.21,RU,1619072328
Barraute,48.4335,-77.6328,22.12,74,90,12.66,CA,1619072182
Inta,66.0317,60.1659,42.24,92,100,9.35,RU,1619072329
Inírida,3.8653,-67.9239,75.0,94,75,2.55,CO,1619072329
Lethem,3.3803,-59.7968,75.24,83,4,12.33,GY,1619072330
Pļaviņas,56.6178,25.7255,43.75,65,88,10.04,LV,1619072330
Orapa,-21.2833,25.3667,60.64,49,0,9.73,BW,1619072331
Khorramabad,33.4878,48.3558,77.0,33,0,2.3,IR,1619072331
Kokopo,-4.352,152.2633,81.0,79,97,2.91,PG,1619072331
Brigantine,39.4101,-74.3646,39.42,48,1,10.36,US,1619072160
Oytal,42.9057,73.2697,43.5,69,78,4.54,KZ,1619072332
Los Llanos de Aridane,28.6585,-17.9182,58.69,72,20,5.75,ES,1619072332
Zirándaro de los Chávez,18.45,-100.9833,78.6,27,32,4.03,MX,1619072333
Margate,51.3813,1.3862,43.56,66,27,1.99,GB,1619072111
Kassala,15.451,36.4,96.66,17,15,13.42,SD,1619072333
Beloha,-25.1667,45.05,77.02,63,21,13.6,MG,1619072334
Teknāf,20.8624,92.3058,89.46,57,18,12.8,BD,1619072120
Santa Cruz de La Palma,28.6835,-17.7642,59.99,72,20,5.75,ES,1619072334
Guía de Isora,28.2115,-16.7795,59.29,72,75,4.61,ES,1619072042
Bulgan,48.8125,103.5347,39.38,38,91,10.04,MN,1619072335
Seoul,37.5683,126.9778,81.18,21,0,6.91,KR,1619072287
Boa Vista,2.8197,-60.6733,78.8,73,0,16.11,BR,1619072335
Loikaw,19.6742,97.2094,94.44,24,4,2.89,MM,1619072336
Na Wa,17.4897,104.1006,93.2,55,75,3.44,TH,1619072336
Richards Bay,-28.783,32.0377,70.52,75,49,8.03,ZA,1619072337
Puerto Madryn,-42.7692,-65.0385,52.84,84,100,15.19,AR,1619072337
Huilong,31.8111,121.655,74.43,68,95,15.59,CN,1619072337
Orange,33.7,-117.7675,56.3,78,86,4.12,US,1619072338
Natá,8.3333,-80.5167,75.0,66,98,7.56,PA,1619072338
Loandjili,-4.7561,11.8578,75.2,94,75,6.91,CG,1619072339
Estelle,29.8458,-90.1067,55.96,71,1,5.75,US,1619072339
Nianzishan,47.5167,122.8833,67.37,31,98,22.21,CN,1619072339
Shache,38.4167,77.2406,64.62,8,81,34.99,CN,1619072340
Rupert,42.6191,-113.6772,37.4,52,1,6.91,US,1619072340
Irtyshskiy,58.3333,68.1333,45.46,45,5,12.37,RU,1619072340
São Francisco de Assis,-29.5503,-55.1311,61.2,91,27,9.95,BR,1619072341
Vostok,46.4856,135.8833,70.23,17,0,2.93,RU,1619072306
Saint-François,46.4154,3.9054,39.11,93,0,2.33,FR,1619072239
Jamshedpur,22.8,86.1833,87.8,42,75,3.44,IN,1619072342
Jiaocheng,24.6774,116.1389,89.33,44,17,5.84,CN,1619072342
Gerāsh,27.6652,54.1371,87.8,22,0,4.05,IR,1619072343
Khanbari,27.3747,87.2039,70.09,53,100,4.05,NP,1619072343
Yerraguntla,14.6372,78.5395,93.2,46,20,2.33,IN,1619072344
Virtsu,58.5716,23.5115,42.01,84,53,10.0,EE,1619072344
Udachny,66.4167,112.4,25.97,63,100,13.85,RU,1619072345
Meadow Lake,34.8014,-106.5436,46.8,28,75,18.41,US,1619072345
Ojinaga,29.5667,-104.4167,53.42,47,1,17.27,MX,1619072345
Aklavik,68.2191,-135.0107,13.14,73,63,5.75,CA,1619072346
Tecpan,14.7623,-90.9947,58.33,88,90,11.5,GT,1619072346
Iquitos,-3.7481,-73.2472,75.2,94,75,5.75,PE,1619072347
Mitzic,0.7821,11.549,70.09,96,99,1.03,GA,1619072347
Lida,53.8833,25.2997,46.35,79,75,7.23,BY,1619072347
Aripuanã,-9.1667,-60.6333,70.88,99,38,0.67,BR,1619072348
Waipawa,-41.4122,175.5153,58.05,82,20,16.11,NZ,1619072348
Eucaliptus,-17.5833,-67.5167,44.31,69,1,4.41,BO,1619072349
Puro,12.4841,123.3827,86.25,65,90,14.94,PH,1619072349
Broome,42.2506,-75.833,27.34,74,90,16.11,US,1619072350
Fangshan,39.6983,115.9925,64.0,58,90,1.99,CN,1619072350
Hambantota,6.1241,81.1185,87.8,74,20,4.61,LK,1619072350
Kuytun,54.3419,101.5036,35.8,35,55,8.52,RU,1619072351
Tezu,27.9167,96.1667,95.02,23,79,5.32,IN,1619072351
Hue,16.4667,107.6,89.6,66,40,9.22,VN,1619072273
Siguiri,11.6667,-9.5,78.73,64,99,3.56,GN,1619072352
Luanda,-8.8368,13.2343,76.96,88,90,9.13,AO,1619072100
Piteå,65.3172,21.4794,33.8,93,75,14.97,SE,1619072352
Juneau,58.3019,-134.4197,34.3,56,1,6.62,US,1619072106
